"QUARTER","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_STATE_ABR","AIRPORT_GROUP","OP_CARRIER_GROUP","PASSENGERS","MARKET_FARE","MARKET_DISTANCE","ITIN_GEO_TYPE","numLayovers"
4,"CMH","OH",15070,"NY","CMH:DTW:SWF","YX:OO",1,201.5,634,2,1
4,"MEM","TN",12953,"NY","MEM:LGA","9E",1,274.28,963,2,0
4,"LGA","NY",13198,"MO","LGA:MCI","9E",1,147.5,1107,2,0
4,"LAS","NV",12478,"NY","LAS:JFK","VX",14,156,2248,2,0
4,"JFK","NY",11298,"TX","JFK:HPN:ATL:DFW","--:EV:DL",1,284.2,1541,2,2
4,"LGA","NY",11996,"SC","LGA:GSP","9E",1,315.5,610,2,0
4,"LGA","NY",14321,"ME","LGA:PWM","9E",2,73,269,2,0
4,"LGA","NY",11066,"OH","LGA:CMH","YX",1,396,479,2,0
4,"LGA","NY",11292,"CO","LGA:PHL:DEN","--:UA",1,355.92,1654,2,1
4,"SYR","NY",11618,"NJ","SYR:EWR","EV",1,85.5,195,2,0
4,"CHS","SC",12478,"NY","CHS:JFK","B6",1,287.5,636,2,0
4,"JFK","NY",11624,"FL","JFK:MIA:EYW","AA:YX",1,377.5,1214,2,1
4,"ICT","KS",12953,"NY","ICT:ATL:LGA","DL:DL",1,248.5,1544,2,1
4,"JFK","NY",10721,"MA","JFK:BOS","9E",13,66,187,2,0
4,"FLL","FL",12478,"NY","FLL:JFK","B6",13,227,1069,2,0
4,"FLL","FL",15096,"NY","FLL:EWR:SYR","UA:YX",1,129.5,1260,2,1
4,"LGA","NY",10980,"TN","LGA:CLT:CHA","AA:OH",1,243,785,2,1
4,"DAL","TX",12953,"NY","DAL:LGA","WN",1,55.5,1381,2,0
4,"LGA","NY",13303,"FL","LGA:MIA","AA",1,494,1096,2,0
4,"ROC","NY",13204,"FL","ROC:MCO","WN",49,138.5,1033,2,0
4,"SAT","TX",12953,"NY","SAT:HOU:LGA","WN:WN",1,230.42,1620,2,1
4,"CHA","TN",10792,"NY","CHA:ATL:BUF","DL:DL",1,178,818,2,1
4,"LGA","NY",13198,"MO","LGA:MCI","YX",1,246,1107,2,0
4,"FSM","AR",12953,"NY","FSM:ATL:LGA","9E:DL",1,370,1341,2,1
4,"LGA","NY",13204,"FL","LGA:MCO","DL",1,245,950,2,0
4,"SYR","NY",11618,"NJ","SYR:EWR","C5",1,171.5,195,2,0
4,"ATL","GA",12953,"NY","ATL:LGA","AA",1,278,762,2,0
4,"RIC","VA",12953,"NY","RIC:LGA","YX",1,557,292,2,0
4,"MHT","NH",12953,"NY","MHT:LGA","9E",2,79,195,2,0
4,"HPN","NY",11973,"MS","HPN:ATL:GPT","EV:DL",1,134,1132,2,1
4,"MSP","MN",12953,"NY","MSP:LGA","DL",6,171.5,1020,2,0
4,"LGA","NY",12266,"TX","LGA:IAH","UA",1,225.27,1416,2,0
4,"BOS","MA",14576,"NY","BOS:ROC","ZW",1,188.5,343,2,0
4,"LGA","NY",12264,"VA","LGA:IAD","YV",1,260,229,2,0
4,"MKE","WI",12953,"NY","MKE:LGA","EV",1,184,738,2,0
4,"ATL","GA",10257,"NY","ATL:ALB","DL",1,219.5,853,2,0
4,"AUS","TX",12478,"NY","AUS:JFK","B6",1,251,1521,2,0
4,"IND","IN",12478,"NY","IND:JFK","9E",1,110.5,665,2,0
4,"PGV","NC",12478,"NY","PGV:CLT:JFK","PT:AA",1,220,744,2,1
4,"JFK","NY",14771,"CA","JFK:SFO","VX",6,186,2586,2,0
4,"LGA","NY",13303,"FL","LGA:MIA","AA",2,116.37,1096,2,0
4,"SYR","NY",14492,"NC","SYR:CLT:RDU","OH:AA",1,328,733,2,1
4,"SYR","NY",10599,"AL","SYR:ATL:BHM","DL:DL",1,322,928,2,1
4,"JFK","NY",10721,"MA","JFK:BOS","9E",1,77.5,187,2,0
4,"LGA","NY",14685,"GA","LGA:SAV","9E",1,145.9,722,2,0
4,"FLL","FL",12478,"NY","FLL:JFK","B6",3,110,1069,2,0
4,"DFW","TX",12953,"NY","DFW:LGA","AA",2,403.5,1389,2,0
4,"LGA","NY",11433,"MI","LGA:MKE:DTW","YX:DL",1,412,975,2,1
4,"DEN","CO",12953,"NY","DEN:LGA","DL",1,655,1620,2,0
4,"LGA","NY",11278,"VA","LGA:DCA","YX",1,252.59,214,2,0
4,"LGA","NY",14524,"VA","LGA:RIC","YX",1,639,292,2,0
4,"MCO","FL",12197,"NY","MCO:HPN","B6",1,425,972,2,0
4,"MCO","FL",12953,"NY","MCO:LGA","AA",1,74,950,2,0
4,"CLT","NC",12953,"NY","CLT:LGA","OH",3,152,544,2,0
4,"ORD","IL",12953,"NY","ORD:LGA","UA",1,218,733,2,0
4,"DFW","TX",12953,"NY","DFW:LGA","AA",6,135,1389,2,0
4,"LGA","NY",10693,"TN","LGA:BNA","WN",2,338,764,2,0
4,"MSP","MN",10792,"NY","MSP:DTW:BUF","DL:OO",1,315.99,769,2,1
4,"BOS","MA",14576,"NY","BOS:ROC","PT",2,303,343,2,0
4,"CLT","NC",12953,"NY","CLT:LGA","AA",1,117.9,544,2,0
4,"OKC","OK",12953,"NY","OKC:CLT:LGA","OH:AA",1,178.2,1484,2,1
4,"OMA","NE",12953,"NY","OMA:DTW:LGA","G7:DL",1,206.95,1153,2,1
4,"ALB","NY",12173,"HI","ALB:ATL:HNL","DL:DL",1,459.67,5355,1,1
4,"MIA","FL",12478,"NY","MIA:JFK","DL",1,321.5,1089,2,0
4,"LGA","NY",13930,"IL","LGA:ORD","UA",1,340.5,733,2,0
4,"ALB","NY",11697,"FL","ALB:FLL","WN",1,202.5,1204,2,0
4,"LGA","NY",13487,"MN","LGA:MSP","DL",1,247.5,1020,2,0
4,"DFW","TX",10792,"NY","DFW:ORD:BUF","AA:MQ",1,221.13,1276,2,1
4,"CLT","NC",12953,"NY","CLT:LGA","9E",1,111.85,544,2,0
4,"BUF","NY",14893,"CA","BUF:CLT:PHX:SMF","AA:AA:AA",1,252.53,2966,2,2
4,"CRP","TX",10257,"NY","CRP:IAH:IAD:ALB","YV:UA:C5",1,192,1716,2,2
4,"LGA","NY",13871,"NE","LGA:DTW:OMA","DL:OO",1,248.04,1153,2,1
4,"JFK","NY",11252,"FL","JFK:DAB","B6",1,124,891,2,0
4,"ALB","NY",15412,"TN","ALB:DTW:TYS","OO:9E",1,378.67,932,2,1
4,"JFK","NY",14683,"TX","JFK:CLT:SAT","AA:AA",1,250.5,1636,2,1
4,"MSP","MN",12953,"NY","MSP:LGA","DL",2,327,1020,2,0
4,"SFO","CA",14576,"NY","SFO:ORD:ROC","UA:UA",1,190.02,2374,2,1
4,"JFK","NY",11637,"ND","JFK:MSP:FAR","DL:DL",1,212.28,1252,2,1
4,"LGA","NY",12191,"TX","LGA:BNA:HOU","WN:WN",1,257.99,1434,2,1
4,"JFK","NY",13796,"CA","JFK:OAK","B6",2,363.5,2576,2,0
4,"GSO","NC",10792,"NY","GSO:LGA:BUF","EV:9E",1,173.9,753,2,1
4,"LGA","NY",14576,"NY","LGA:ROC","9E",1,61,254,2,0
4,"STL","MO",12953,"NY","STL:LGA","9E",1,215.5,888,2,0
4,"LGA","NY",10423,"TX","LGA:RDU:AUS","9E:OO",1,154,1593,2,1
4,"MYR","SC",12391,"NY","MYR:PHL:ISP","YX:PT",1,288,603,2,1
4,"MCO","FL",10257,"NY","MCO:ALB","B6",3,170.5,1073,2,0
