,CountryName,CountryCode,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
23955,United States,USA,2020-04-28,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,988451.0,56245.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23956,United States,USA,2020-04-29,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1012583.0,58355.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23957,United States,USA,2020-04-30,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1039909.0,60966.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23958,United States,USA,2020-05-01,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1069826.0,63006.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23959,United States,USA,2020-05-02,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1103781.0,65068.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23960,United States,USA,2020-05-03,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1133069.0,66385.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23961,United States,USA,2020-05-04,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1158041.0,67682.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23962,United States,USA,2020-05-05,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1180634.0,68934.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23963,United States,USA,2020-05-06,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1204475.0,71078.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23964,United States,USA,2020-05-07,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1228603.0,73431.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23965,United States,USA,2020-05-08,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1256972.0,75670.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23966,United States,USA,2020-05-09,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1283929.0,77180.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23967,United States,USA,2020-05-10,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1309541.0,78794.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23968,United States,USA,2020-05-11,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1329799.0,79528.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23969,United States,USA,2020-05-12,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1347916.0,80684.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23970,United States,USA,2020-05-13,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1369964.0,82387.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23971,United States,USA,2020-05-14,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1390746.0,84133.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23972,United States,USA,2020-05-15,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1417889.0,85906.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23973,United States,USA,2020-05-16,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1443397.0,87568.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23974,United States,USA,2020-05-17,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1467884.0,88754.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23975,United States,USA,2020-05-18,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1486757.0,89562.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23976,United States,USA,2020-05-19,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1508598.0,90353.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23977,United States,USA,2020-05-20,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,,1528568.0,91921.0,72.69,72.69,70.0,70.0,71.47,71.47,73.11,73.11,62.5,62.5
23978,United States,USA,2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551853.0,93439.0,,,,,,,,,,
23979,United States,USA,2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577287.0,94702.0,,72.69,,70.0,,71.47,,73.11,,62.5
23980,United States,USA,2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601434.0,96007.0,,72.69,,70.0,,71.47,,73.11,,62.5
23981,United States,USA,2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622670.0,97087.0,,72.69,,70.0,,71.47,,73.11,,62.5
23982,United States,USA,2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643238.0,97720.0,,72.69,,70.0,,71.47,,73.11,,62.5
23983,United States,USA,2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662302.0,98220.0,,72.69,,70.0,,71.47,,73.11,,62.5
23984,United States,USA,2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681212.0,98916.0,,72.69,,70.0,,71.47,,73.11,,62.5
23985,United States,USA,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699933.0,100442.0,,72.69,,70.0,,71.47,,73.11,,62.5
